cod_setor,pop,renda_mensal_total
330220520000005,100,27285
330220520000006,64,45744
330220520000007,73,13507
330220525000001,919,365235
330220525000002,134,44310
330220525000003,534,196325
330220525000004,252,78106
330220525000005,128,42752
330220525000006,315,109189
330220525000007,235,111757
330220530000001,622,258733
330220530000002,665,261382
330220530000003,448,194651
330220530000004,268,165889
330220530000005,482,261422
330220530000006,335,117806
330220530000007,159,63555
330220530000008,129,44006
330220535000001,295,172868
330220535000002,499,291588
330220535000003,1111,442651
330220535000004,489,201890
330220535000005,192,74661
330220535000006,115,49500
330220535000007,743,250476
330225405000001,706,639065
330225405000002,745,446530
330225405000003,765,611272
330225405000004,642,604004
330225405000005,194,129015
330225405000006,508,386196
330225405000007,167,102748
330225405000008,695,457152
330225405000009,796,385387
330225405000010,508,228963
330225405000011,770,324392
330225405000012,196,77116
330225405000013,860,535878
330225405000014,631,363139
330225405000015,542,265260
330225405000016,764,515107
330225405000017,260,150368
330225405000018,1108,358661
330225405000019,472,115057
330225405000020,737,630596
330225405000021,991,838862
330225405000022,1141,889270
330225405000023,765,332836
330225405000024,60,79265
330225405000025,769,363458
330225405000026,38,19970
330225405000027,443,402937
330225405000028,413,227961
330225405000029,946,361110
330225405000030,206,59746
330225405000031,54,28001
330225405000032,676,2929599
330225405000033,346,375387
330225405000034,253,149946
330225405000035,402,129049
330225405000036,205,143141
330225405000037,91,99107
330225405000038,392,492960
330225405000039,244,456677
330225405000041,307,224305
330225405000042,61,40504
330225405000043,92,139692
330225405000044,23,17955
330225405000045,276,98413
330225405000046,192,64113
330225405000047,588,340808
330225405000048,507,244448
330225405000049,419,137359
330225405000050,524,602973
330225405000051,203,57080
330225405000052,675,183139
330225405000053,655,223702
330225405000054,549,472284
330225405000055,466,290714
330225405000056,735,285644
330225405000057,537,122571
330225405000058,494,397749
330225405000059,247,55073
330225405000060,39,30450
330225405000061,453,221587
330225405000062,103,74496
330227005010001,420,230576
330227005010002,670,315439
330227005010003,592,264290
330227005010004,490,252223
330227005010005,104,48475
330227005010006,510,216631
330227005010007,84,25730
330227005010008,717,302284
330227005010009,119,41591
330227005010010,938,306717
330227005010011,711,325865
330227005010012,1133,378696
330227005010013,575,210435
330227005010014,318,110460
330227005010015,840,327367
330227005010016,609,279520
330227005010017,618,301486
330227005010018,576,245554
330227005010019,1077,474799
330227005010020,669,324483
330227005010021,655,232195
330227005010022,591,161109
330227005010023,749,326514
330227005010024,656,209977
330227005010025,474,159601
330227005010026,379,132631
330227005010027,1214,401947
330227005010028,763,257899
330227005010029,1101,251110
330227005010030,654,279554
330227005010031,329,195919
330227005010032,478,230149
330227005010033,488,131211
330227005010034,796,332524
330227005010035,638,221687
330227005010036,349,132549
330227005010037,634,207878
330227005010038,542,192293
330227005010039,653,174423
330227005010040,1094,338968
330227005010041,17,8600
330227005010042,224,85443
330227005010043,587,160878
330227005010044,167,29435
330227005020001,113,39990
330227005020002,612,187488
330227005020003,580,117944
330227005020004,835,282356
330227005020005,1031,308585
330227005020006,547,256323
330227005020007,473,182540
330227005020008,814,299902
330227005020009,853,339778
330227005020010,780,267456
330227005020011,850,353425
330227005020012,922,299495
330227005020013,521,222015
330227005020014,835,425546
330227005020015,1449,555237
330227005020016,681,374613
330227005020017,762,265180
330227005020018,777,217904
330227005020019,615,165810
330227005020020,939,280151
330227005020021,702,242410
330227005020022,1183,340691
330227005020023,742,185639
330227005020024,428,195095
330227005020025,975,277830
330227005020026,836,227837
330227005020027,530,232542
330227005020028,932,349610
330227005020029,514,248820
330227005020030,1164,423225
330227005020031,465,222151
330227005020032,726,273560
330227005020033,1046,288772
330227005020034,663,249544
330227005020035,1023,238386
330227005020036,1109,305919
330227005020037,936,324032
330227005020038,370,92635
330227005020039,291,92568
330227005020040,911,305611
330227005020041,515,208912
330227005020042,885,260430
330227005020043,620,194506
330227005020044,882,270083
330227005020045,618,224759
330227005020046,477,206152
330227005020047,830,370946
330227005020048,662,180498
330227005020049,830,296930
330227005020050,509,249787
330227005020051,570,255272
330227005020052,664,128360
330227005020053,571,121290
330227005020054,107,24015
330227005020055,401,107024
330227005020056,526,169440
330227005020057,424,140127
330227005020058,587,280156
330227005020059,433,207377
330227005020060,551,178070
330227005020061,348,106893
330227005020062,694,171108
330227005020063,715,247205
330227005020064,336,133229
330227005020065,722,250822
330227005020066,632,434196
330227005020067,686,212264
330227005020068,583,236992
330227005020069,1227,392295
330227005020070,582,176180
330227005020071,808,396431
330227005020072,277,92613
330227005020073,586,225580
330227005020074,1026,252590
330227005020075,803,208469
330227005020076,516,150154
330227005020077,532,125241
330227005020078,383,120598
330227005020079,412,138967
330227005020080,545,136094
330227005020081,683,182678
330227005020082,716,168071
330227005020083,559,131649
330227005030001,379,101238
330227005030002,1100,378008
330227005030003,617,238415
330227005030004,422,163107
330227005030005,461,153121
330227005030006,568,151345
330227005030007,720,223474
330227005030008,657,196040
330227005030009,583,199550
330227005040001,180,39274
330227005040002,74,21260
330227005040003,1058,391832
330227005040004,97,32513
330227005040005,695,253089
330227005040006,511,152168
330227005040007,211,62492
330227005040008,799,205844
330227005040009,152,55518
330227005040010,619,135798
330227005050001,369,87524
330227005050002,152,40555
330227005050003,258,78074
330230405000001,966,298481
330230405000002,739,196339
330230405000003,501,354711
330230405000004,733,528513
330230405000005,374,195099
330230405000006,419,248761
330230405000007,706,223231
330230405000008,693,349687
330230405000009,234,67613
330230405000010,139,38938
330230405000011,706,219630
330230405000012,248,82851
330230405000013,407,133250
330230405000014,98,31512
330230405000015,503,172052
330240305010001,588,233686
330240305010002,624,1021193
330240305010003,431,217989
330240305010004,248,119021
330240305010005,438,233964
330240305010006,814,393398
330240305010007,384,159296
330240305010008,285,167581
330240305010009,371,146775
330240305010010,665,287730
330240305010011,515,268785
330240305010012,316,147597
330240305010013,370,143761
330240305010014,507,273926
330240305010015,324,138552
330240305010016,473,194769
330240305010017,402,202953
330240305010018,864,448553
330240305010019,849,851764
330240305010020,632,320039
330240305010021,794,308053
330240305010022,724,249602
330240305010023,285,126416
330240305010024,577,209890
330240305010025,756,344521
330240305010026,414,195561
330240305010027,688,319477
330240305010028,606,284200
330240305010029,517,246821
330240305010030,571,350274
330240305010031,266,139460
330240305010032,543,267030
330240305010033,365,1088736
330240305010034,343,146956
330240305010035,598,180361
330240305010036,445,168379
330240305010037,320,209447
330240305010038,310,100602
330240305010039,474,215995
330240305010040,288,148645
330240305010041,558,305884
330240305010042,606,265067
330240305010043,426,164578
330240305010044,283,162397
330240305010045,783,313663
330240305010046,813,276821
330240305010047,895,342990
330240305010048,801,337989
330240305010049,1086,344149
330240305010050,205,56394
330240305010051,687,221731
330240305010052,658,273572
330240305010053,302,111136
330240305010054,525,198366
330240305010055,565,215165
330240305010056,834,342106
330240305010057,743,254467
330240305010058,626,258345
330240305010059,571,226158
330240305010060,390,169475
330240305020001,611,597957
330240305020002,770,562528
330240305020003,499,392902
330240305020004,555,448114
330240305020005,554,437288
330240305020006,555,392311
330240305020007,701,530862
330240305020008,428,276236
330240305020009,553,337391
330240305020010,475,393626
330240305020011,438,348271
330240305020012,983,688269
330240305020013,1077,760264
330240305020014,528,314283
330240305020015,1097,758168
330240305020016,946,729395
330240305020017,546,402049
330240305020018,1597,802379
330240305020019,585,362060
330240305020020,35,53424
330240305020021,1344,588267
330240305020022,1073,559432
330240305020023,876,365462
330240305020024,386,267976
330240305020025,623,503808
330240305020026,475,255455
330240305020027,345,222323
330240305020028,560,442816
330240305020029,690,586393
330240305020030,502,369765
330240305020031,429,299376
330240305020032,630,504273
330240305020033,792,392583
330240305020034,526,458561
330240305020035,746,735462
330240305020036,898,628321
330240305020037,902,671179
330240305020038,79,58860
330240305020039,690,566914
330240305020040,890,985300
330240305020041,743,628252
330240305020042,668,246257
330240305020043,540,135090
330240305020044,1246,629335
330240305020045,1227,565383
330240305020047,519,172796
330240305020048,226,93699
330240305020049,766,693653
330240305020050,916,658429
330240305020051,837,428159
330240305020052,964,392554
330240305020053,1022,691416
330240305020054,347,250770
330240305020055,724,355305
330240305030001,22,10880
330240305030002,663,375176
330240305030003,566,279654
330240305030004,692,385594
330240305030005,684,408632
330240305030006,990,621350
330240305030007,881,479776
330240305030008,53,10776
330240305030009,1063,571159
330240305030010,1036,421011
330240305030011,750,445200
330240305030012,713,381756
330240305030013,800,404119
330240305030014,1129,552589
330240305030015,653,241412
330240305030016,816,337454
330240305030017,703,484195
330240305030018,407,243477
330240305030019,28,7010
330240305030020,659,226447
330240305030021,83,29114
330240305030023,795,330795
330240305030024,792,324256
330240305030025,1012,401376
330240305030026,463,179886
330240305030027,1027,393218
330240305030028,582,258076
330240305030029,763,313107
330240305030030,1478,713100
330240305030031,648,285266
330240305030032,1102,471996
330240305030033,691,325966
330240305030034,481,209694
330240305030035,684,311355
330240305040001,423,242416
330240305040002,688,1564428
330240305040003,612,1583141
330240305040004,754,1744005
330240305040005,1835,3124937
330240305040006,569,845337
330240305040007,193,191135
330240305040008,490,378060
330240305040009,382,341343
330240305040010,501,536074
330240305040011,554,1389748
330240305040012,449,544720
330240305040013,977,2129871
330240305040014,525,1218155
330240305040015,692,2475147
330240305040016,456,876944
330240305040017,280,827990
330240305040018,427,1260048
330240305040019,659,3282797
330240305040020,480,1291020
330240305040021,640,1325698
330240305040022,792,664986
330240305040023,496,319607
330240305040024,482,1104342
330240305040025,644,1487039
330240305040026,424,1469788
